CircleCase	CircleCase.lean	CircleCase.borsuk_ulam_circle	01a03b37-95d5-7f65-9479-3537ea5896fe
BorsukUlam	BorsukUlam.lean	BorsukUlam.borsuk_ulam	01a03b37-e1cc-7361-a0de-c7d2eefab508
HamSandwich	HamSandwich.lean	HamSandwich.ham_sandwich	01a03b38-2da1-7aab-8125-34dc7421feed
